extraction_id,sample_id,date,method,final_vol,quant,gel,well,plate,notes,correction,corr_message,corr_editor,corr_date,storage
E2629,APCL15_355926,2016-02-19,DNeasy 96,200,26.186,NA,D11,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2586,APCL15_403892,2016-02-19,DNeasy 96,200,133.553,NA,A6,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2581,APCL15_372487,2016-02-19,DNeasy 96,200,173.015,NA,D5,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2579,APCL15_373511,2016-02-19,DNeasy 96,200,55.707,NA,B5,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2593,APCL15_069,2016-02-19,DNeasy 96,200,10.355,NA,H6,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2582,APCL15_076,2016-02-19,DNeasy 96,200,38.587,NA,E5,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2551,APCL15_372325,2016-02-19,DNeasy 96,200,49.453,NA,F1,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2603,APCL15_354587,2016-02-19,DNeasy 96,200,37.277,NA,B8,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2554,APCL15_090,2016-02-19,DNeasy 96,200,39.474,NA,A2,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2640,APCL15_356440,2016-02-19,DNeasy 96,200,30.974,NA,G12,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2584,APCL15_064,2016-02-19,DNeasy 96,200,11.488,NA,G5,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2585,APCL15_356492,2016-02-19,DNeasy 96,200,11.337,NA,H5,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2637,APCL15_372981,2016-02-19,DNeasy 96,200,105.088,NA,D12,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2618,APCL15_367983,2016-02-19,DNeasy 96,200,161.948,NA,A10,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2587,APCL15_403913,2016-02-19,DNeasy 96,200,163.016,NA,B6,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2638,APCL15_355605,2016-02-19,DNeasy 96,200,37.557,NA,E12,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2562,APCL15_373231,2016-02-19,DNeasy 96,200,46.117,NA,A3,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2549,APCL15_356312,2016-02-19,DNeasy 96,200,29.389,NA,D1,E2546-E2641,NULL,NA,NA,NA,0000-00-00,-80 freezer
E2626,APCL15_030,2016-02-19,DNeasy 96,200,-0.959,NA,A11,E2546-E2641,2016-03-31: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2595,APCL15_033,2016-02-19,DNeasy 96,200,1.756,NA,B7,E2546-E2641,2016-02-05: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2573,APCL15_063,2016-02-19,DNeasy 96,200,0.872,NA,D4,E2546-E2641,2016-02-05: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2571,APCL15_067,2016-02-19,DNeasy 96,200,2.743,NA,B4,E2546-E2641,2016-02-05: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2604,APCL15_027,2016-02-19,DNeasy 96,200,-0.557,NA,C8,E2546-E2641,2016-02-05: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2561,APCL15_372651,2016-02-19,DNeasy 96,200,2.62,NA,H2,E2546-E2641,2016-02-05: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2634,APCL15_028,2016-02-19,DNeasy 96,200,-0.921,NA,A12,E2546-E2641,2016-03-31: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2641,APCL15_032,2016-02-19,DNeasy 96,200,-1.517,NA,H12,E2546-E2641,2016-03-31: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E2567,APCL15_068,2016-02-19,DNeasy 96,200,-2.998,NA,F3,E2546-E2641,this extraction was from an extremely small fin,NA,NA,NA,0000-00-00,-80 freezer
E2606,APCL15_034,2016-02-19,DNeasy 96,200,1.7,NA,E8,E2546-E2641,2016-02-05: not enough DNA to digest,NA,NA,NA,0000-00-00,-80 freezer
E0847,APCL14_065,2014-10-08,DNeasy 96,200,7.696,NA,A4,E0823-E0918,"very small fin, original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0823,APCL14_040,2014-10-08,DNeasy 96,200,110.904,NA,A1,E0823-E0918,"very small fin, original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0884,APCL14_115,2014-10-08,DNeasy 96,200,7.461,NA,F8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0866,APCL14_086,2014-10-08,DNeasy 96,200,13.953,NA,D6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest",NA,NA,NA,0000-00-00,-80 freezer
E0918,APCL14_151,2014-10-08,DNeasy 96,200,42.833,NA,H12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_152",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_152E0918",NA,0000-00-00,-80 freezer
E0873,APCL14_098,2014-10-08,DNeasy 96,200,117,NA,C7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0900,NULL,2014-10-08,DNeasy 96,200,21.164,NA,F10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_132",Y	,"Changed sample_id from APCL14_131 to NULL. This sample failed to sequence.  When I went to add a note about failed sequencing to the Leyte database, APCL14_131 is not in the Leyte database because the sample # 131 collected in 2014 was an anemone, not a clownfish.  Ligation L2245 blasts to a damsel fish.  It is also hard to believe that while I was separating out vials of clownfish and anemones and labeling them as such, I would mistake an anemone sample for a clownfish sample.  If vial 131 did indeed contain anemone tissue, that tissue has long since dissolved.  Would like to sequence the mucus in the tube to see if we can get a match - or PCR???

2016-01-04: Changed sample ID from APCL14_132 to APCL13_131 because there was no APCL14_131 on the plate map but there was an empty vial marked A. clarkii APCL14_131 in the empty tube box.

",MRS,2017-10-25,-80 freezer
E0826,APCL14_043,2014-10-08,DNeasy 96,200,162.993,NA,D1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0878,APCL14_107,2014-10-08,DNeasy 96,200,29.612,NA,H7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0859,APCL14_077,2014-10-08,DNeasy 96,200,9.438,NA,E5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0881,APCL14_111,2014-10-08,DNeasy 96,200,5.115,NA,C8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0857,APCL14_075,2014-10-08,DNeasy 96,200,6.315,NA,C5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0862,APCL14_080,2014-10-08,DNeasy 96,200,8.232,NA,H5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0836,APCL14_053,2014-10-08,DNeasy 96,200,62.448,NA,F2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0827,APCL14_044,2014-10-08,DNeasy 96,200,62.853,NA,E1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0890,APCL14_121,2014-10-08,DNeasy 96,200,32.056,NA,D9,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0905,APCL14_138,2014-10-08,DNeasy 96,200,31.27,NA,C11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_139",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_139E0905",NA,0000-00-00,-80 freezer
E0891,APCL14_122,2014-10-08,DNeasy 96,200,2.166,NA,E9,E0823-E0918,"tiny fin, original quants were off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0851,APCL14_069,2014-10-08,DNeasy 96,200,2.591,NA,E4,E0823-E0918,"original quants were off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0907,APCL14_140,2014-10-08,DNeasy 96,200,97.502,NA,E11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_141",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_141E0907",NA,0000-00-00,-80 freezer
E0906,APCL14_139,2014-10-08,DNeasy 96,200,18.413,NA,D11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_140",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_140E0906",NA,0000-00-00,-80 freezer
E0903,APCL14_134,2014-10-08,DNeasy 96,200,35.425,NA,A11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_135",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_135E0903",NA,0000-00-00,-80 freezer
E0861,APCL14_079,2014-10-08,DNeasy 96,200,16.052,NA,G5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest",NA,NA,NA,0000-00-00,-80 freezer
E0832,APCL14_049,2014-10-08,DNeasy 96,200,166.439,NA,B2,E0823-E0918,"very small fin, original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0844,APCL14_062,2014-10-08,DNeasy 96,200,65.605,NA,F3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0863,APCL14_082,2014-10-08,DNeasy 96,200,29.682,NA,A6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0899,APCL14_130,2014-10-08,DNeasy 96,200,22.948,NA,E10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0913,APCL14_146,2014-10-08,DNeasy 96,200,53.192,NA,C12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_147",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_147E0913",NA,0000-00-00,-80 freezer
E0833,APCL14_050,2014-10-08,DNeasy 96,200,206.948,NA,C2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0858,APCL14_076,2014-10-08,DNeasy 96,200,10.816,NA,D5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest",NA,NA,NA,0000-00-00,-80 freezer
E0854,APCL14_072,2014-10-08,DNeasy 96,200,38.263,NA,H4,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0897,APCL14_128,2014-10-08,DNeasy 96,200,30.777,NA,C10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0916,APCL14_149,2014-10-08,DNeasy 96,200,125.444,NA,F12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_150",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_150E0916",NA,0000-00-00,-80 freezer
E0885,APCL14_116,2014-10-08,DNeasy 96,200,1.606,NA,G8,E0823-E0918,"original quants were off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0837,APCL14_054,2014-10-08,DNeasy 96,200,39.618,NA,G2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0853,APCL14_071,2014-10-08,DNeasy 96,200,9.838,NA,G4,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0860,APCL14_078,2014-10-08,DNeasy 96,200,21.143,NA,F5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0830,APCL14_047,2014-10-08,DNeasy 96,200,42.672,NA,H1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0849,APCL14_067,2014-10-08,DNeasy 96,200,8.442,NA,C4,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0852,APCL14_070,2014-10-08,DNeasy 96,200,12.091,NA,F4,E0823-E0918,"very small fin, original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest, old extraction ID",NA,NA,NA,0000-00-00,-80 freezer
E0841,APCL14_058,2014-10-08,DNeasy 96,200,19.029,NA,C3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0838,APCL14_055,2014-10-08,DNeasy 96,200,165.588,NA,H2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0888,APCL14_119,2014-10-08,DNeasy 96,200,2.009,NA,B9,E0823-E0918,"tiny fin, original quants were off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0829,APCL14_046,2014-10-08,DNeasy 96,200,61.717,NA,G1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0912,APCL14_145,2014-10-08,DNeasy 96,200,16.7,NA,B12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_146",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_146E0912",NA,0000-00-00,-80 freezer
E0911,APCL14_144,2014-10-08,DNeasy 96,200,16.922,NA,A12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_145",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_145E0911",NA,0000-00-00,-80 freezer
E0869,APCL14_092,2014-10-08,DNeasy 96,200,29.46,NA,G6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0893,APCL14_124,2014-10-08,DNeasy 96,200,28.459,NA,G9,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0845,APCL14_063,2014-10-08,DNeasy 96,200,61.884,NA,G3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0850,APCL14_068,2014-10-08,DNeasy 96,200,22.976,NA,D4,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0825,APCL14_042,2014-10-08,DNeasy 96,200,210.521,NA,C1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0910,APCL14_143,2014-10-08,DNeasy 96,200,8.719,NA,H11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_144",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_144E0910",NA,0000-00-00,-80 freezer
E0917,APCL14_150,2014-10-08,DNeasy 96,200,49.707,NA,G12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_151",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_151E0917",NA,0000-00-00,-80 freezer
E0876,APCL14_103,2014-10-08,DNeasy 96,200,26.945,NA,F7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0895,APCL14_126,2014-10-08,DNeasy 96,200,5.049,NA,A10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0886,APCL14_117,2014-10-08,DNeasy 96,200,9.717,NA,H8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0835,APCL14_052,2014-10-08,DNeasy 96,200,131.663,NA,E2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0902,APCL14_133,2014-10-08,DNeasy 96,200,59.855,NA,H10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_134",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_134E0902",NA,0000-00-00,-80 freezer
E0887,APCL14_118,2014-10-08,DNeasy 96,200,2.999,NA,A9,E0823-E0918,"empty - original quants were off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0840,APCL14_057,2014-10-08,DNeasy 96,200,49.54,NA,B3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0889,APCL14_120,2014-10-08,DNeasy 96,200,13.135,NA,C9,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0831,APCL14_048,2014-10-08,DNeasy 96,200,18.905,NA,A2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0877,APCL14_105,2014-10-08,DNeasy 96,200,63.217,NA,G7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0871,APCL14_095,2014-10-08,DNeasy 96,200,112.047,NA,A7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0839,APCL14_056,2014-10-08,DNeasy 96,200,40.411,NA,A3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0883,APCL14_114,2014-10-08,DNeasy 96,200,4.937,NA,E8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0865,APCL14_085,2014-10-08,DNeasy 96,200,22.26,NA,C6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0904,APCL14_135,2014-10-08,DNeasy 96,200,78.819,NA,B11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_138",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_138E0904",NA,0000-00-00,-80 freezer
E0868,APCL14_089,2014-10-08,DNeasy 96,200,29.5,NA,F6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0882,APCL14_112,2014-10-08,DNeasy 96,200,16.632,NA,D8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0894,APCL14_125,2014-10-08,DNeasy 96,200,21.144,NA,H9,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0908,APCL14_141,2014-10-08,DNeasy 96,200,81.239,NA,F11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_142",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_142E0908",NA,0000-00-00,-80 freezer
E0867,APCL14_088,2014-10-08,DNeasy 96,200,93.539,NA,E6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0879,APCL14_109,2014-10-08,DNeasy 96,200,66.3,NA,A8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0828,APCL14_045,2014-10-08,DNeasy 96,200,33.851,NA,F1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0843,APCL14_061,2014-10-08,DNeasy 96,200,46.779,NA,E3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0896,APCL14_127,2014-10-08,DNeasy 96,200,27.72,NA,B10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0855,APCL14_073,2014-10-08,DNeasy 96,200,15.722,NA,A5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest",NA,NA,NA,0000-00-00,-80 freezer
E0870,APCL14_093,2014-10-08,DNeasy 96,200,18.808,NA,H6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0834,APCL14_051,2014-10-08,DNeasy 96,200,38.553,NA,D2,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0824,APCL14_041,2014-10-08,DNeasy 96,200,88.094,NA,B1,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0864,APCL14_083,2014-10-08,DNeasy 96,200,56.971,NA,B6,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0874,APCL14_099,2014-10-08,DNeasy 96,200,40.948,NA,D7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0915,APCL14_148,2014-10-08,DNeasy 96,200,59.187,NA,E12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_149",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_149E0915",NA,0000-00-00,-80 freezer
E0898,APCL14_129,2014-10-08,DNeasy 96,200,5.755,NA,D10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0914,APCL14_147,2014-10-08,DNeasy 96,200,22.012,NA,D12,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_148",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_148E0914",NA,0000-00-00,-80 freezer
E0848,APCL14_066,2014-10-08,DNeasy 96,200,8.991,NA,B4,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest",NA,NA,NA,0000-00-00,-80 freezer
E0872,APCL14_097,2014-10-08,DNeasy 96,200,156.436,NA,B7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0892,APCL14_123,2014-10-08,DNeasy 96,200,13.652,NA,F9,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest",NA,NA,NA,0000-00-00,-80 freezer
E0856,APCL14_074,2014-10-08,DNeasy 96,200,13.493,NA,B5,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest",NA,NA,NA,0000-00-00,-80 freezer
E0880,APCL14_110,2014-10-08,DNeasy 96,200,6.058,NA,B8,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to extract",NA,NA,NA,0000-00-00,-80 freezer
E0842,APCL14_060,2014-10-08,DNeasy 96,200,140.476,NA,D3,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0875,APCL14_101,2014-10-08,DNeasy 96,200,79.837,NA,E7,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0909,APCL14_142,2014-10-08,DNeasy 96,200,13.891,NA,G11,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, cleaned 100uL for digest, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_143",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_143E0909",NA,0000-00-00,-80 freezer
E0901,APCL14_132,2014-10-08,DNeasy 96,200,10.017,NA,G10,E0823-E0918,"original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_133",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_133E0901",NA,0000-00-00,-80 freezer
E0846,APCL14_064,2014-10-08,DNeasy 96,200,3.556,NA,H3,E0823-E0918,"small amt of ppt after lysis, original quant was off by 0.1, adjusted 11-5-2014, low [DNA], wait to digest,",NA,NA,NA,0000-00-00,-80 freezer
E1002,APCL14_236,2014-09-18,DNeasy 96,200,38.298,NA,D11,E0919-E1014,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_238",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_238E1002",NA,0000-00-00,-80 freezer
E0993,APCL14_227,2014-09-18,DNeasy 96,200,31.639,NA,C10,E0919-E1014,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_229",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_229E0993",NA,0000-00-00,-80 freezer
E0948,APCL14_181,2014-09-18,DNeasy 96,200,141.048,NA,F4,E0919-E1014,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_183",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_183E0948",NA,0000-00-00,-80 freezer
E0941,APCL14_174,2014-09-18,DNeasy 96,200,32.822,NA,G3,E0919-E1014,"original quant was off by 0.1, adjusted 11-5-2014, 2016-07-19: Sample IDs were corrected for a mislabeling error, see mislabeling report, former sample ID: APCL14_176",A,"Sample was mislabeled, uncorrected sample ID was: APCL14_176E0941",NA,0000-00-00,-80 freezer
