digest_id,extraction_id,date,vol_in,ng_in,enzymes,final_vol,quant,well,plate,notes,correction,corr_message,corr_editor,corr_date,storage
D0854,E0641,2014-08-19,30,243,PstI_MluCI,40,1.839,C2,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 10.9, 11.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0855,E0642,2014-08-19,30,149,PstI_MluCI,40,1.143,D2,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 17.5, 4.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0856,E0643,2014-08-19,30,159,PstI_MluCI,40,1.172,E2,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 17.1, 5.1, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0857,E0644,2014-08-19,30,192,PstI_MluCI,40,3.669,F2,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.5, 16.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0858,E0645,2014-08-19,30,102,PstI_MluCI,40,1.802,G2,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 11.1, 11.1, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0859,E0646,2014-08-19,30,288,PstI_MluCI,40,6.943,H2,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0860,E0647,2014-08-19,30,462,PstI_MluCI,40,2.915,A3,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.9, 15.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0861,E0648,2014-08-19,30,129,PstI_MluCI,40,1.489,B3,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 13.4, 8.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0862,E0649,2014-08-19,30,585,PstI_MluCI,40,3.749,C3,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.3, 16.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0863,E0650,2014-08-19,30,194,PstI_MluCI,40,1.854,D3,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 10.8, 11.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0864,E0651,2014-08-19,30,743,PstI_MluCI,40,3.5,E3,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.7, 16.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0865,E0652,2014-08-19,30,835,PstI_MluCI,40,7.358,F3,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.7, 19.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0866,E0653,2014-08-19,30,534,PstI_MluCI,40,5.356,G3,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0867,E0654,2014-08-19,30,71,PstI_MluCI,40,1.268,H3,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 15.8, 6.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0868,E0655,2014-08-19,30,312,PstI_MluCI,40,5.438,A4,D0844-D0939,"cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0869,E0656,2014-08-19,30,138,PstI_MluCI,40,2.654,B4,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0870,E0657,2014-08-19,30,304,PstI_MluCI,40,5.477,C4,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0871,E0658,2014-08-19,30,314,PstI_MluCI,40,5.872,D4,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.4, 18.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0872,E0659,2014-08-19,30,154,PstI_MluCI,40,2.68,E4,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0873,E0660,2014-08-19,30,572,PstI_MluCI,40,5.967,F4,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.4, 18.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0874,E0661,2014-08-19,30,858,PstI_MluCI,40,7.256,G4,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.8, 19.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0875,E0662,2014-08-19,30,84,PstI_MluCI,40,2.039,H4,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 9.8, 12.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0876,E0663,2014-08-19,30,817,PstI_MluCI,40,1.477,A5,D0844-D0939,"cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 13.5, 8.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0877,E0664,2014-08-19,30,305,PstI_MluCI,40,2.882,B5,D0844-D0939,"diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.9, 15.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0878,E0665,2014-08-19,30,431,PstI_MluCI,40,3.056,C5,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 6.5, 15.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0879,E0666,2014-08-19,30,282,PstI_MluCI,40,2.576,D5,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.8, 14.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0880,E0667,2014-08-19,30,759,PstI_MluCI,40,1.227,E5,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014,",NA,NA,NA,0000-00-00,NA
D0881,E0668,2014-08-19,30,563,PstI_MluCI,40,2.937,F5,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.8, 15.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0882,E0669,2014-08-19,30,757,PstI_MluCI,40,7.716,G5,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.6, 19.6, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0883,E0670,2014-08-19,30,275,PstI_MluCI,40,6.097,H5,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.3, 18.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0884,E0671,2014-08-19,30,192,PstI_MluCI,40,2.972,A6,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.7, 15.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0885,E0672,2014-08-19,30,300,PstI_MluCI,40,5.97,B6,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.3, 18.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0886,E0673,2014-08-19,30,426,PstI_MluCI,40,9.772,C6,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.0, 20.2, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0887,E0674,2014-08-19,30,804,PstI_MluCI,40,8.529,D6,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.3, 19.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0888,E0675,2014-08-19,30,188,PstI_MluCI,40,2.705,E6,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.4, 14.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0889,E0676,2014-08-19,30,370,PstI_MluCI,40,7.443,F6,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.7, 19.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0890,E0677,2014-08-19,30,22,PstI_MluCI,40,0.672,G6,D0844-D0939,"2015-08-21: low extract concentration, hasn't Been ligated yet, is this a failed extract? cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014,",NA,NA,NA,0000-00-00,NA
D0891,E0678,2014-08-19,30,371,PstI_MluCI,40,6.877,H6,D0844-D0939,"cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0892,E0679,2014-08-19,30,391,PstI_MluCI,40,2.607,A7,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.7, 14.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0893,E0680,2014-08-19,30,83,PstI_MluCI,40,0.748,B7,D0844-D0939,"cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014",NA,NA,NA,0000-00-00,NA
D0894,E0681,2014-08-19,30,763,PstI_MluCI,40,2.559,C7,D0844-D0939,"cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.8, 14.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0895,E0682,2014-08-19,30,214,PstI_MluCI,40,2.158,D7,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 9.3, 12.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0896,E0683,2014-08-19,30,106,PstI_MluCI,40,0.395,E7,D0844-D0939,"digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng",NA,NA,NA,0000-00-00,NA
D0897,E0684,2014-08-19,30,565,PstI_MluCI,40,5.123,F7,D0844-D0939,"2015-08-21: This sample was marked as a failed digest But has Been successfully ligated, removing the F; original quants were off By 0.1, have Been adjusted 11-05-2014",NA,NA,NA,0000-00-00,NA
D0898,E0685,2014-08-19,30,224,PstI_MluCI,40,4.64,G7,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.3, 17.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0899,E0686,2014-08-19,30,30,PstI_MluCI,40,0.325,H7,D0844-D0939,"cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng",NA,NA,NA,0000-00-00,NA
D0900,E0687,2014-08-19,30,173,PstI_MluCI,40,0.415,A8,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O - digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng",NA,NA,NA,0000-00-00,NA
D0901,E0688,2014-08-19,30,498,PstI_MluCI,40,5.228,B8,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O - digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.8, 18.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0902,E0689,2014-08-19,30,446,PstI_MluCI,40,3.473,C8,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.8, 16.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0903,E0690,2014-08-19,30,171,PstI_MluCI,40,1.223,D8,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 16.4, 5.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0904,E0691,2014-08-19,30,90,PstI_MluCI,40,2.081,E8,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 9.6, 12.6, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0905,E0692,2014-08-19,30,646,PstI_MluCI,40,3.215,F8,D0844-D0939,"cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.2, 16.0, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0906,E0693,2014-08-19,30,162,PstI_MluCI,40,2.677,G8,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0907,E0694,2014-08-19,30,295,PstI_MluCI,40,6.158,H8,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.2, 19.0, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0908,E0695,2014-08-19,30,462,PstI_MluCI,40,1.12,A9,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, (17.9, 4.3, in the fridge, waiting for P2 adapter)",NA,NA,NA,0000-00-00,NA
D0909,E0696,2014-08-19,30,267,PstI_MluCI,40,1.609,B9,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 12.4, 9.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0910,E0697,2014-08-19,30,1345,PstI_MluCI,40,5.935,C9,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.4, 18.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0911,E0698,2014-08-19,30,368,PstI_MluCI,40,3.369,D9,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 5.9, 16.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0912,E0699,2014-08-19,30,403,PstI_MluCI,40,2.765,E9,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.2, 15.0, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0913,E0700,2014-08-19,30,126,PstI_MluCI,40,1.01,F9,D0844-D0939,"2014-11-05: original quants were off By 0.1, have Been adjusted",NA,NA,NA,0000-00-00,NA
D0914,E0701,2014-08-19,30,535,PstI_MluCI,40,3.386,G9,D0844-D0939,", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.9, 16.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0915,E0702,2014-08-19,30,588,PstI_MluCI,40,3.856,H9,D0844-D0939,"2015-08-21: This sample was marked as a failed digest But has Been successfully ligated, removing the F; diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014",NA,NA,NA,0000-00-00,NA
D0916,E0703,2014-08-19,30,136,PstI_MluCI,40,0.447,A10,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O - digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng",NA,NA,NA,0000-00-00,NA
D0917,E0704,2014-08-19,30,240,PstI_MluCI,40,1.837,B10,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O - digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, (10.9, 11.3, in the fridge, waiting for P2 adapter), not enough volume left in digest plate to ligate at 30ng",NA,NA,NA,0000-00-00,NA
D0918,E0705,2014-08-19,30,1104,PstI_MluCI,40,4.297,C10,D0844-D0939,"2015-08-21: This sample was marked as a failed digest But has Been successfully ligated, removing the F; original quants were off By 0.1, have Been adjusted 11-05-2014, 4.7, 17.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0919,E0706,2014-08-19,30,505,PstI_MluCI,40,1.878,D10,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 10.7, 11.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0920,E0707,2014-08-19,30,892,PstI_MluCI,40,2.839,E10,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.0, 15.2, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0921,E0708,2014-08-19,30,724,PstI_MluCI,40,4.148,F10,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.8, 17.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0922,E0709,2014-08-19,30,580,PstI_MluCI,40,5.386,G10,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0923,E0710,2014-08-19,30,1591,PstI_MluCI,40,14.866,H10,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 1.3, 20.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0924,E0711,2014-08-19,30,647,PstI_MluCI,40,1.67,A11,D0844-D0939,"diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, (12.0, 10.2, in the fridge, waiting for P2 adapter), not enough volume left in digest plate to ligate at 30ng",NA,NA,NA,0000-00-00,NA
D0925,E0712,2014-08-19,30,603,PstI_MluCI,40,5.227,B11,D0844-D0939,"diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.8, 18.4, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0926,E0713,2014-08-19,30,32,PstI_MluCI,40,-0.04,C11,D0844-D0939,"cleaned 100uL extract Before digesting; digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng",NA,NA,NA,0000-00-00,NA
D0927,E0714,2014-08-19,30,1029,PstI_MluCI,40,8.178,D11,D0844-D0939,"cleaned 100uL extract Before digesting; digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.4, 19.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0928,E0715,2014-08-19,30,529,PstI_MluCI,40,1.799,E11,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, (11.1, 11.1, in the fridge, waiting for P2 adapter), not enough volume left in digest plate to ligate at 30ng",NA,NA,NA,0000-00-00,NA
D0929,E0716,2014-08-19,30,1078,PstI_MluCI,40,8.527,F11,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.3, 19.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0930,E0717,2014-08-19,30,1174,PstI_MluCI,40,12.671,G11,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 1.6, 20.6, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0931,E0718,2014-08-19,30,389,PstI_MluCI,40,4.471,H11,D0844-D0939,"diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.5, 17.7, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0932,E0719,2014-08-19,30,587,PstI_MluCI,40,3.809,A12,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 5.3, 16.9, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0933,E0720,2014-08-19,30,321,PstI_MluCI,40,6.824,B12,D0844-D0939,"diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0934,E0721,2014-08-19,30,420,PstI_MluCI,40,2.88,C12,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.9, 15.3, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0935,E0722,2014-08-19,30,1180,PstI_MluCI,40,4.543,D12,D0844-D0939,"aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.4, 17.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0936,E0723,2014-08-19,30,621,PstI_MluCI,40,4.306,E12,D0844-D0939,"diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.6, 17.6, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0937,E0724,2014-08-19,30,901,PstI_MluCI,40,3.13,F12,D0844-D0939,"diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.4, 15.8, in the fridge, waiting for P2 adapter,",NA,NA,NA,0000-00-00,NA
D0938,E0725,2014-08-19,30,83,PstI_MluCI,40,1.219,G12,D0844-D0939,"2015-08-21: This sample was marked as a failed digest But has Been successfully ligated, removing the F; diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014",NA,NA,NA,0000-00-00,NA
D0939,E0173,2014-08-19,20,100,PstI_MluCI,40,1.246,H12,D0844-D0939,"cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014,",NA,NA,NA,0000-00-00,NA
D0940,E0728,2014-11-03,30,286,PstI_MluCI,40,1.631,A1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0941,E0729,2014-11-03,30,219,PstI_MluCI,40,1.542,B1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0942,E0730,2014-11-03,30,233,PstI_MluCI,40,1.665,C1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0943,E0732,2014-11-03,30,441,PstI_MluCI,40,3.396,D1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0944,E0733,2014-11-03,30,295,PstI_MluCI,40,1.698,E1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0945,E0734,2014-11-03,30,285,PstI_MluCI,40,2.881,F1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0946,E0735,2014-11-03,30,124,PstI_MluCI,40,0.913,G1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0947,E0736,2014-11-03,30,461,PstI_MluCI,40,9.315,H1,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0948,E0737,2014-11-03,30,233,PstI_MluCI,40,4.002,A2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0949,E0739,2014-11-03,30,182,PstI_MluCI,40,3.246,B2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0950,E0740,2014-11-03,30,226,PstI_MluCI,40,4.595,C2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0951,E0742,2014-11-03,30,172,PstI_MluCI,40,2.877,D2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0952,E0744,2014-11-03,30,218,PstI_MluCI,40,3.796,E2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0953,E0746,2014-11-03,30,280,PstI_MluCI,40,5.203,F2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0954,E0748,2014-11-03,30,326,PstI_MluCI,40,7.072,G2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0955,E0750,2014-11-03,30,361,PstI_MluCI,40,6.885,H2,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0956,E0751,2014-11-03,30,199,PstI_MluCI,40,3.674,A3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0957,E0754,2014-11-03,30,115,PstI_MluCI,40,1.758,B3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0958,E0755,2014-11-03,30,437,PstI_MluCI,40,5.835,C3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0959,E0756,2014-11-03,30,115,PstI_MluCI,40,1.66,D3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0960,E0758,2014-11-03,30,418,PstI_MluCI,40,10.69,E3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0961,E0759,2014-11-03,30,368,PstI_MluCI,40,7.473,F3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0962,E0760,2014-11-03,30,334,PstI_MluCI,40,5.241,G3,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0963,E0761,2014-11-03,30,459,PstI_MluCI,40,19.18,H3,D0940-D1035,2015-12-08: requantified,NA,NA,NA,0000-00-00,NA
D0964,E0762,2014-11-03,30,250,PstI_MluCI,40,3.117,A4,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0965,E0764,2014-11-03,30,378,PstI_MluCI,40,4.597,B4,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0966,E0765,2014-11-03,30,425,PstI_MluCI,40,5.592,C4,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0967,E0766,2014-11-03,30,447,PstI_MluCI,40,7.321,D4,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0968,E0767,2014-11-03,30,145,PstI_MluCI,40,2.063,E4,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
D0969,E0771,2014-11-03,30,268,PstI_MluCI,40,4.475,F4,D0940-D1035,NA,NA,NA,NA,0000-00-00,NA
